coil_id,source,produced_at,assigned_asset_id,grade,thickness_mm,width_mm,alpha_label,alpha_risk_score
1044,train,2026-04-07T19:11:57,HSM-DC-MND,API-5L-X52,4.25,1131.4,0,
1033,train,2026-04-07T20:28:35,HSM-DC-MND,SAE-1006,9.46,1322.0,0,
370,train,2026-04-07T21:45:14,HSM-DC-MND,API-5L-X52,9.3,1031.3,0,
315,train,2026-04-07T23:01:52,HSM-DC-MND,SAE-1018,6.83,1364.9,0,
717,train,2026-04-08T00:18:31,HSM-DC-MND,SAE-1006,4.67,940.6,0,
715,train,2026-04-08T01:35:09,HSM-DC-MND,API-5L-X52,4.57,1471.6,0,
1615,train,2026-04-08T02:51:48,HSM-DC-MND,SAE-1006,5.62,1441.8,0,
201,train,2026-04-08T04:08:26,HSM-DC-MND,HRC-IS2062-E250,3.45,1236.6,0,
133,train,2026-04-08T05:25:05,HSM-DC-MND,HRC-IS2062-E250,6.11,1273.4,0,
915,train,2026-04-08T06:41:43,HSM-DC-MND,SAE-1006,7.99,952.2,0,
541,train,2026-04-08T07:58:22,HSM-DC-MND,API-5L-X52,6.85,955.3,1,
1541,train,2026-04-08T09:15:00,HSM-DC-MND,SAE-1006,3.07,1396.3,0,
687,train,2026-04-08T10:31:38,HSM-DC-MND,SAE-1006,11.19,1344.6,1,
752,train,2026-04-08T11:48:17,HSM-DC-MND,HRC-IS2062-E250,9.43,1279.3,0,
1079,train,2026-04-08T13:04:55,HSM-DC-MND,SAE-1006,7.11,1115.7,0,
620,train,2026-04-08T14:21:34,HSM-DC-MND,SAE-1006,8.14,1355.0,0,
760,train,2026-04-08T15:38:12,HSM-DC-MND,HRC-IS2062-E250,7.84,1093.0,0,
150,train,2026-04-08T16:54:51,HSM-DC-MND,SAE-1018,5.16,1047.5,0,
1194,train,2026-04-08T18:11:29,HSM-DC-MND,HRC-IS2062-E350,6.37,1068.9,0,
574,train,2026-04-08T19:28:08,HSM-DC-MND,SAE-1018,10.14,1293.0,0,
1372,train,2026-04-08T20:44:46,HSM-DC-MND,SAE-1018,9.39,1242.5,0,
609,train,2026-04-08T22:01:25,HSM-DC-MND,SAE-1006,9.61,1000.1,0,
1220,train,2026-04-08T23:18:03,HSM-DC-MND,SAE-1018,5.04,1281.9,0,
706,train,2026-04-09T00:34:42,HSM-DC-MND,HRC-IS2062-E350,5.22,902.4,0,
1501,train,2026-04-09T01:51:20,HSM-DC-MND,HRC-IS2062-E250,3.87,1226.2,0,
394,train,2026-04-09T03:07:59,HSM-DC-MND,HRC-IS2062-E250,2.41,1100.6,0,
1311,train,2026-04-09T04:24:37,HSM-DC-MND,SAE-1006,8.04,998.3,0,
213,train,2026-04-09T05:41:15,HSM-DC-MND,HRC-IS2062-E250,10.86,1377.7,0,
1404,train,2026-04-09T06:57:54,HSM-DC-MND,HRC-IS2062-E250,10.38,986.8,0,
1420,train,2026-04-09T08:14:32,HSM-DC-MND,SAE-1018,6.59,1026.9,0,
266,train,2026-04-09T09:31:11,HSM-DC-MND,SAE-1018,8.37,1064.7,0,
122,train,2026-04-09T10:47:49,HSM-DC-MND,SAE-1018,8.99,925.4,0,
1323,train,2026-04-09T12:04:28,HSM-DC-MND,HRC-IS2062-E250,2.75,1446.3,0,
319,train,2026-04-09T13:21:06,HSM-DC-MND,SAE-1006,6.76,1478.6,0,
1646,train,2026-04-09T14:37:45,HSM-DC-MND,API-5L-X52,2.81,944.7,0,
718,train,2026-04-09T15:54:23,HSM-DC-MND,HRC-IS2062-E250,2.78,1173.4,0,
777,train,2026-04-09T17:11:02,HSM-DC-MND,HRC-IS2062-E250,5.6,1179.8,0,
971,train,2026-04-09T18:27:40,HSM-DC-MND,HRC-IS2062-E250,6.12,1086.7,0,
328,train,2026-04-09T19:44:19,HSM-DC-MND,API-5L-X52,3.88,1290.3,0,
256,train,2026-04-09T21:00:57,HSM-DC-MND,HRC-IS2062-E350,6.63,1521.4,0,
714,train,2026-04-09T22:17:35,HSM-DC-MND,HRC-IS2062-E250,8.65,928.7,0,
1057,train,2026-04-09T23:34:14,HSM-DC-MND,HRC-IS2062-E250,8.25,1469.8,0,
1538,train,2026-04-10T00:50:52,HSM-DC-MND,SAE-1018,4.09,1467.0,0,
25,train,2026-04-10T02:07:31,HSM-DC-MND,HRC-IS2062-E250,2.38,1400.9,0,
1671,train,2026-04-10T03:24:09,HSM-DC-MND,HRC-IS2062-E250,9.35,1094.7,0,
1664,train,2026-04-10T04:40:48,HSM-DC-MND,API-5L-X52,7.95,1477.7,0,
259,train,2026-04-10T05:57:26,HSM-DC-MND,SAE-1006,11.22,1076.4,0,
1197,train,2026-04-10T07:14:05,HSM-DC-MND,HRC-IS2062-E350,6.61,1168.4,0,
1575,train,2026-04-10T08:30:43,HSM-DC-MND,SAE-1006,9.71,1289.7,0,
316,train,2026-04-10T09:47:22,HSM-DC-MND,API-5L-X52,3.79,911.8,0,
1078,train,2026-04-10T11:04:00,HSM-DC-MND,HRC-IS2062-E350,11.87,1029.3,0,
548,train,2026-04-10T12:20:39,HSM-DC-MND,HRC-IS2062-E350,6.71,998.2,0,
1640,train,2026-04-10T13:37:17,HSM-DC-MND,HRC-IS2062-E350,7.13,1387.5,0,
1364,train,2026-04-10T14:53:55,HSM-DC-MND,SAE-1006,1.82,1370.1,0,
105,train,2026-04-10T16:10:34,HSM-DC-MND,HRC-IS2062-E250,8.31,1278.6,0,
476,train,2026-04-10T17:27:12,HSM-DC-MND,SAE-1006,11.44,1066.0,0,
1614,train,2026-04-10T18:43:51,HSM-DC-MND,HRC-IS2062-E350,8.88,1009.8,0,
1620,train,2026-04-10T20:00:29,HSM-DC-MND,HRC-IS2062-E350,6.61,1507.4,0,
435,train,2026-04-10T21:17:08,HSM-DC-MND,HRC-IS2062-E350,4.91,1042.3,0,
815,train,2026-04-10T22:33:46,HSM-DC-MND,HRC-IS2062-E250,8.02,1042.6,0,
1313,train,2026-04-10T23:50:25,HSM-DC-MND,HRC-IS2062-E350,3.06,1047.4,0,
1171,train,2026-04-11T01:07:03,HSM-DC-MND,API-5L-X52,8.37,1249.6,0,
1382,train,2026-04-11T02:23:42,HSM-DC-MND,SAE-1006,10.24,1294.6,0,
928,train,2026-04-11T03:40:20,HSM-DC-MND,SAE-1006,10.46,1520.3,0,
186,train,2026-04-11T04:56:59,HSM-DC-MND,SAE-1006,9.04,1051.6,0,
412,train,2026-04-11T06:13:37,HSM-DC-MND,SAE-1018,10.87,960.2,0,
1158,train,2026-04-11T07:30:15,HSM-DC-MND,SAE-1006,3.59,988.9,0,
925,train,2026-04-11T08:46:54,HSM-DC-MND,HRC-IS2062-E250,8.06,1234.3,0,
698,train,2026-04-11T10:03:32,HSM-DC-MND,API-5L-X52,7.2,1200.5,0,
1601,train,2026-04-11T11:20:11,HSM-DC-MND,SAE-1018,2.95,1113.7,0,
263,train,2026-04-11T12:36:49,HSM-DC-MND,API-5L-X52,7.01,1037.6,0,
1474,train,2026-04-11T13:53:28,HSM-DC-MND,HRC-IS2062-E250,8.01,989.9,0,
347,train,2026-04-11T15:10:06,HSM-DC-MND,API-5L-X52,2.5,1386.7,0,
168,train,2026-04-11T16:26:45,HSM-DC-MND,SAE-1018,8.02,1481.5,0,
753,train,2026-04-11T17:43:23,HSM-DC-MND,HRC-IS2062-E350,8.7,1117.4,0,
1114,train,2026-04-11T19:00:02,HSM-DC-MND,API-5L-X52,6.85,1419.9,0,
626,train,2026-04-11T20:16:40,HSM-DC-MND,HRC-IS2062-E350,7.92,928.5,0,
26,train,2026-04-11T21:33:19,HSM-DC-MND,SAE-1006,8.17,1114.9,0,
910,train,2026-04-11T22:49:57,HSM-DC-MND,SAE-1018,10.16,994.4,0,
1495,train,2026-04-12T00:06:35,HSM-DC-MND,API-5L-X52,10.32,1212.0,1,
1363,train,2026-04-12T01:23:14,HSM-DC-MND,HRC-IS2062-E250,10.68,1027.6,0,
502,train,2026-04-12T02:39:52,HSM-DC-MND,API-5L-X52,7.52,1270.6,0,
1691,train,2026-04-12T03:56:31,HSM-DC-MND,HRC-IS2062-E350,2.85,1214.8,0,
381,train,2026-04-12T05:13:09,HSM-DC-MND,SAE-1006,11.96,1457.5,0,
1181,train,2026-04-12T06:29:48,HSM-DC-MND,SAE-1006,3.39,1531.3,1,
567,train,2026-04-12T07:46:26,HSM-DC-MND,SAE-1006,8.49,1092.0,0,
382,train,2026-04-12T09:03:05,HSM-DC-MND,HRC-IS2062-E250,10.35,1370.7,0,
1366,train,2026-04-12T10:19:43,HSM-DC-MND,HRC-IS2062-E250,11.88,1378.9,0,
628,train,2026-04-12T11:36:22,HSM-DC-MND,SAE-1006,2.75,1007.9,0,
1273,train,2026-04-12T12:53:00,HSM-DC-MND,SAE-1018,4.52,1409.8,0,
782,train,2026-04-12T14:09:39,HSM-DC-MND,API-5L-X52,1.93,1164.6,0,
278,train,2026-04-12T15:26:17,HSM-DC-MND,SAE-1006,3.21,1495.6,0,
1167,train,2026-04-12T16:42:55,HSM-DC-MND,SAE-1006,2.75,1024.6,0,
1395,train,2026-04-12T17:59:34,HSM-DC-MND,HRC-IS2062-E250,5.54,977.3,0,
1394,train,2026-04-12T19:16:12,HSM-DC-MND,HRC-IS2062-E350,2.94,919.5,0,
1110,train,2026-04-12T20:32:51,HSM-DC-MND,HRC-IS2062-E250,11.47,1471.5,1,
446,train,2026-04-12T21:49:29,HSM-DC-MND,HRC-IS2062-E350,10.4,920.6,0,
350,train,2026-04-12T23:06:08,HSM-DC-MND,SAE-1018,4.08,1060.3,0,
1020,train,2026-04-13T00:22:46,HSM-DC-MND,API-5L-X52,10.23,1249.7,0,
758,train,2026-04-13T01:39:25,HSM-DC-MND,API-5L-X52,2.01,1526.0,1,
904,train,2026-04-13T02:56:03,HSM-DC-MND,SAE-1018,7.3,1229.8,0,
651,train,2026-04-13T04:12:42,HSM-DC-MND,SAE-1018,6.7,1238.4,0,
585,train,2026-04-13T05:29:20,HSM-DC-MND,HRC-IS2062-E250,5.15,981.0,0,
308,train,2026-04-13T06:45:59,HSM-DC-MND,SAE-1018,7.68,970.4,0,
518,train,2026-04-13T08:02:37,HSM-DC-MND,SAE-1006,9.77,1069.6,1,
115,train,2026-04-13T09:19:16,HSM-DC-MND,HRC-IS2062-E250,8.96,1202.7,0,
1610,train,2026-04-13T10:35:54,HSM-DC-MND,HRC-IS2062-E250,7.01,1193.8,0,
1282,train,2026-04-13T11:52:32,HSM-DC-MND,HRC-IS2062-E250,7.95,1126.5,0,
449,train,2026-04-13T13:09:11,HSM-DC-MND,HRC-IS2062-E350,7.13,1440.4,0,
1668,train,2026-04-13T14:25:49,HSM-DC-MND,SAE-1006,2.78,1421.3,0,
1136,train,2026-04-13T15:42:28,HSM-DC-MND,HRC-IS2062-E350,5.1,1014.7,0,
868,train,2026-04-13T16:59:06,HSM-DC-MND,HRC-IS2062-E250,3.95,1321.0,0,
349,train,2026-04-13T18:15:45,HSM-DC-MND,API-5L-X52,10.44,1309.4,0,
417,train,2026-04-13T19:32:23,HSM-DC-MND,API-5L-X52,5.09,1212.0,0,
676,train,2026-04-13T20:49:02,HSM-DC-MND,SAE-1018,1.99,1065.0,0,
384,train,2026-04-13T22:05:40,HSM-DC-MND,HRC-IS2062-E250,9.6,1548.6,0,
145,train,2026-04-13T23:22:19,HSM-DC-MND,SAE-1006,5.86,1200.5,0,
464,train,2026-04-14T00:38:57,HSM-DC-MND,HRC-IS2062-E350,7.26,1072.3,0,
400,train,2026-04-14T01:55:36,HSM-DC-MND,SAE-1006,4.37,959.2,0,
1580,train,2026-04-14T03:12:14,HSM-DC-MND,SAE-1006,7.5,1033.7,0,
1447,train,2026-04-14T04:28:52,HSM-DC-MND,SAE-1006,11.77,1154.4,0,
1065,train,2026-04-14T05:45:31,HSM-DC-MND,SAE-1018,4.32,1175.4,0,
305,train,2026-04-14T07:02:09,HSM-DC-MND,API-5L-X52,7.1,1186.9,0,
608,train,2026-04-14T08:18:48,HSM-DC-MND,HRC-IS2062-E350,6.38,1192.2,0,
1056,train,2026-04-14T09:35:26,HSM-DC-MND,SAE-1006,2.29,1176.3,0,
1265,train,2026-04-14T10:52:05,HSM-DC-MND,HRC-IS2062-E250,11.04,1525.9,0,
467,train,2026-04-14T12:08:43,HSM-DC-MND,HRC-IS2062-E250,8.37,1096.7,0,
658,train,2026-04-14T13:25:22,HSM-DC-MND,API-5L-X52,8.74,1316.1,0,
63,train,2026-04-14T14:42:00,HSM-DC-MND,SAE-1006,7.01,1138.9,0,
533,train,2026-04-14T15:58:39,HSM-DC-MND,SAE-1018,9.07,1520.9,0,
1539,train,2026-04-14T17:15:17,HSM-DC-MND,API-5L-X52,5.7,1445.4,0,
1443,train,2026-04-14T18:31:56,HSM-DC-MND,HRC-IS2062-E350,11.81,1404.0,0,
1290,train,2026-04-14T19:48:34,HSM-DC-MND,HRC-IS2062-E350,5.46,1424.5,0,
1427,train,2026-04-14T21:05:12,HSM-DC-MND,API-5L-X52,6.74,1263.7,0,
50,train,2026-04-14T22:21:51,HSM-DC-MND,SAE-1018,2.37,1427.2,0,
1504,train,2026-04-14T23:38:29,HSM-DC-MND,API-5L-X52,8.4,1101.8,0,
224,train,2026-04-15T00:55:08,HSM-DC-MND,API-5L-X52,9.07,1361.8,0,
865,train,2026-04-15T02:11:46,HSM-DC-MND,HRC-IS2062-E250,11.22,1325.4,0,
924,train,2026-04-15T03:28:25,HSM-DC-MND,SAE-1018,2.69,1443.1,0,
920,train,2026-04-15T04:45:03,HSM-DC-MND,HRC-IS2062-E350,9.61,1170.3,0,
618,train,2026-04-15T06:01:42,HSM-DC-MND,HRC-IS2062-E350,10.83,1172.0,0,
1438,train,2026-04-15T07:18:20,HSM-DC-MND,SAE-1018,2.45,1340.1,0,
845,train,2026-04-15T08:34:59,HSM-DC-MND,API-5L-X52,7.99,1490.2,0,
876,train,2026-04-15T09:51:37,HSM-DC-MND,HRC-IS2062-E350,2.05,1250.4,0,
1105,train,2026-04-15T11:08:16,HSM-DC-MND,API-5L-X52,6.73,1108.3,0,
142,train,2026-04-15T12:24:54,HSM-DC-MND,SAE-1018,6.5,1538.3,0,
763,train,2026-04-15T13:41:32,HSM-DC-MND,HRC-IS2062-E350,1.87,1529.2,1,
964,train,2026-04-15T14:58:11,HSM-DC-MND,HRC-IS2062-E350,11.08,917.2,0,
1623,train,2026-04-15T16:14:49,HSM-DC-MND,SAE-1018,6.48,1317.0,0,
562,train,2026-04-15T17:31:28,HSM-DC-MND,API-5L-X52,9.84,1087.1,0,
1046,train,2026-04-15T18:48:06,HSM-DC-MND,API-5L-X52,7.13,1324.8,0,
249,train,2026-04-15T20:04:45,HSM-DC-MND,SAE-1006,1.85,1107.6,0,
1012,train,2026-04-15T21:21:23,HSM-DC-MND,API-5L-X52,7.77,1454.6,0,
489,train,2026-04-15T22:38:02,HSM-DC-MND,SAE-1006,2.51,1337.0,0,
981,train,2026-04-15T23:54:40,HSM-DC-MND,API-5L-X52,11.14,1249.5,0,
447,train,2026-04-16T01:11:19,HSM-DC-MND,API-5L-X52,2.15,1381.3,0,
1160,train,2026-04-16T02:27:57,HSM-DC-MND,API-5L-X52,8.03,1304.0,0,
318,train,2026-04-16T03:44:36,HSM-DC-MND,SAE-1006,5.02,1026.0,0,
1176,train,2026-04-16T05:01:14,HSM-DC-MND,HRC-IS2062-E250,3.31,1179.1,0,
98,train,2026-04-16T06:17:52,HSM-DC-MND,API-5L-X52,10.88,1143.2,0,
1080,train,2026-04-16T07:34:31,HSM-DC-MND,HRC-IS2062-E350,8.24,1075.9,1,
1070,train,2026-04-16T08:51:09,HSM-DC-MND,HRC-IS2062-E250,10.63,973.5,0,
444,train,2026-04-16T10:07:48,HSM-DC-MND,API-5L-X52,3.12,1035.3,0,
554,train,2026-04-16T11:24:26,HSM-DC-MND,SAE-1006,3.09,968.7,0,
566,train,2026-04-16T12:41:05,HSM-DC-MND,SAE-1006,7.8,921.5,0,
520,train,2026-04-16T13:57:43,HSM-DC-MND,HRC-IS2062-E250,5.23,1207.4,0,
323,train,2026-04-16T15:14:22,HSM-DC-MND,HRC-IS2062-E350,11.43,1464.2,0,
769,train,2026-04-16T16:31:00,HSM-DC-MND,SAE-1018,3.96,903.6,0,
1270,train,2026-04-16T17:47:39,HSM-DC-MND,HRC-IS2062-E350,6.08,1547.4,0,
992,train,2026-04-16T19:04:17,HSM-DC-MND,SAE-1018,3.41,1180.9,0,
296,train,2026-04-16T20:20:56,HSM-DC-MND,HRC-IS2062-E250,6.51,1077.7,1,
234,train,2026-04-16T21:37:34,HSM-DC-MND,API-5L-X52,11.41,1170.6,0,
907,train,2026-04-16T22:54:12,HSM-DC-MND,API-5L-X52,9.31,1380.7,0,
1151,train,2026-04-17T00:10:51,HSM-DC-MND,SAE-1006,11.83,907.8,0,
696,train,2026-04-17T01:27:29,HSM-DC-MND,API-5L-X52,3.93,1369.9,0,
1247,train,2026-04-17T02:44:08,HSM-DC-MND,HRC-IS2062-E250,11.45,1184.8,0,
1624,train,2026-04-17T04:00:46,HSM-DC-MND,HRC-IS2062-E250,9.71,903.0,0,
764,train,2026-04-17T05:17:25,HSM-DC-MND,HRC-IS2062-E250,7.41,1018.2,0,
1459,train,2026-04-17T06:34:03,HSM-DC-MND,HRC-IS2062-E350,4.96,1140.9,0,
1299,train,2026-04-17T07:50:42,HSM-DC-MND,HRC-IS2062-E250,10.5,1235.7,0,
1212,train,2026-04-17T09:07:20,HSM-DC-MND,API-5L-X52,2.68,940.7,0,
1103,train,2026-04-17T10:23:59,HSM-DC-MND,API-5L-X52,10.28,1097.6,0,
251,train,2026-04-17T11:40:37,HSM-DC-MND,SAE-1018,4.79,1329.9,0,
371,train,2026-04-17T12:57:16,HSM-DC-MND,HRC-IS2062-E350,8.05,1333.1,0,
662,train,2026-04-17T14:13:54,HSM-DC-MND,SAE-1018,9.71,931.0,0,
576,train,2026-04-17T15:30:32,HSM-DC-MND,API-5L-X52,6.49,1519.3,1,
182,train,2026-04-17T16:47:11,HSM-DC-MND,HRC-IS2062-E250,7.04,1076.9,0,
1319,train,2026-04-17T18:03:49,HSM-DC-MND,HRC-IS2062-E350,1.92,1329.9,0,
668,train,2026-04-17T19:20:28,HSM-DC-MND,SAE-1018,5.7,1131.2,0,
232,train,2026-04-17T20:37:06,HSM-DC-MND,HRC-IS2062-E250,6.22,1432.1,0,
834,train,2026-04-17T21:53:45,HSM-DC-MND,SAE-1018,3.12,1357.0,0,
39,train,2026-04-17T23:10:23,HSM-DC-MND,HRC-IS2062-E250,2.33,1447.6,0,
479,train,2026-04-18T00:27:02,HSM-DC-MND,SAE-1018,8.72,1263.8,0,
678,train,2026-04-18T01:43:40,HSM-DC-MND,HRC-IS2062-E250,10.83,901.3,0,
200,train,2026-04-18T03:00:19,HSM-DC-MND,SAE-1006,2.83,1399.8,0,
77,train,2026-04-18T04:16:57,HSM-DC-MND,SAE-1006,10.82,1474.7,0,
230,train,2026-04-18T05:33:36,HSM-DC-MND,HRC-IS2062-E350,8.12,1443.9,0,
775,train,2026-04-18T06:50:14,HSM-DC-MND,HRC-IS2062-E250,9.41,1504.0,0,
81,train,2026-04-18T08:06:53,HSM-DC-MND,HRC-IS2062-E250,5.62,948.0,0,
843,train,2026-04-18T09:23:31,HSM-DC-MND,SAE-1006,3.51,1214.0,0,
273,train,2026-04-18T10:40:09,HSM-DC-MND,SAE-1018,4.82,1099.4,0,
1289,train,2026-04-18T11:56:48,HSM-DC-MND,SAE-1006,2.95,1104.9,0,
1303,train,2026-04-18T13:13:26,HSM-DC-MND,SAE-1018,3.76,1396.5,0,
40,train,2026-04-18T14:30:05,HSM-DC-MND,HRC-IS2062-E350,8.14,1454.9,0,
1486,train,2026-04-18T15:46:43,HSM-DC-MND,SAE-1006,7.58,916.0,0,
641,train,2026-04-18T17:03:22,HSM-DC-MND,HRC-IS2062-E250,8.32,1170.2,1,
1662,train,2026-04-18T18:20:00,HSM-DC-MND,SAE-1006,10.18,1126.4,0,
1139,train,2026-04-18T19:36:39,HSM-DC-MND,HRC-IS2062-E350,10.44,1342.9,0,
738,train,2026-04-18T20:53:17,HSM-DC-MND,SAE-1018,5.19,1055.5,0,
557,train,2026-04-18T22:09:56,HSM-DC-MND,HRC-IS2062-E350,6.9,1213.1,0,
689,train,2026-04-18T23:26:34,HSM-DC-MND,SAE-1006,7.95,1279.7,0,
619,train,2026-04-19T00:43:13,HSM-DC-MND,HRC-IS2062-E350,4.89,1375.5,0,
1637,train,2026-04-19T01:59:51,HSM-DC-MND,HRC-IS2062-E350,3.17,941.7,0,
786,train,2026-04-19T03:16:29,HSM-DC-MND,API-5L-X52,11.12,987.3,0,
70,train,2026-04-19T04:33:08,HSM-DC-MND,HRC-IS2062-E350,9.24,1124.3,0,
262,train,2026-04-19T05:49:46,HSM-DC-MND,API-5L-X52,7.91,1192.2,0,
810,train,2026-04-19T07:06:25,HSM-DC-MND,HRC-IS2062-E250,10.34,1009.5,0,
1032,train,2026-04-19T08:23:03,HSM-DC-MND,HRC-IS2062-E350,2.57,1483.5,0,
355,train,2026-04-19T09:39:42,HSM-DC-MND,API-5L-X52,10.3,1452.9,0,
755,train,2026-04-19T10:56:20,HSM-DC-MND,SAE-1018,4.39,1313.5,0,
529,train,2026-04-19T12:12:59,HSM-DC-MND,API-5L-X52,11.41,1013.5,0,
938,train,2026-04-19T13:29:37,HSM-DC-MND,HRC-IS2062-E250,3.09,999.7,0,
1291,train,2026-04-19T14:46:16,HSM-DC-MND,SAE-1006,10.72,1336.8,0,
401,train,2026-04-19T16:02:54,HSM-DC-MND,API-5L-X52,4.54,1049.3,0,
1472,train,2026-04-19T17:19:33,HSM-DC-MND,SAE-1006,7.35,1310.6,0,
667,train,2026-04-19T18:36:11,HSM-DC-MND,HRC-IS2062-E350,2.55,1129.7,0,
605,train,2026-04-19T19:52:49,HSM-DC-MND,HRC-IS2062-E250,7.28,1398.4,0,
1488,train,2026-04-19T21:09:28,HSM-DC-MND,HRC-IS2062-E350,4.75,1160.2,0,
710,train,2026-04-19T22:26:06,HSM-DC-MND,API-5L-X52,10.78,902.8,0,
276,train,2026-04-19T23:42:45,HSM-DC-MND,SAE-1018,3.39,1025.5,0,
225,train,2026-04-20T00:59:23,HSM-DC-MND,HRC-IS2062-E350,4.13,1517.1,0,
780,train,2026-04-20T02:16:02,HSM-DC-MND,HRC-IS2062-E350,4.22,954.8,0,
203,train,2026-04-20T03:32:40,HSM-DC-MND,HRC-IS2062-E350,8.03,1163.6,0,
1329,train,2026-04-20T04:49:19,HSM-DC-MND,HRC-IS2062-E350,3.75,1067.8,0,
378,train,2026-04-20T06:05:57,HSM-DC-MND,API-5L-X52,6.27,1181.1,0,
1343,train,2026-04-20T07:22:36,HSM-DC-MND,HRC-IS2062-E250,3.22,1342.7,0,
155,train,2026-04-20T08:39:14,HSM-DC-MND,SAE-1006,6.51,1096.6,0,
1399,train,2026-04-20T09:55:53,HSM-DC-MND,API-5L-X52,6.27,1062.3,0,
1657,train,2026-04-20T11:12:31,HSM-DC-MND,HRC-IS2062-E350,2.23,973.8,0,
882,train,2026-04-20T12:29:09,HSM-DC-MND,API-5L-X52,9.69,1312.6,0,
617,train,2026-04-20T13:45:48,HSM-DC-MND,SAE-1006,11.07,1472.1,0,
969,train,2026-04-20T15:02:26,HSM-DC-MND,SAE-1006,8.4,1292.2,0,
513,train,2026-04-20T16:19:05,HSM-DC-MND,SAE-1006,6.72,1000.8,0,
999,train,2026-04-20T17:35:43,HSM-DC-MND,SAE-1006,7.28,1530.1,0,
325,train,2026-04-20T18:52:22,HSM-DC-MND,SAE-1018,3.64,1051.2,0,
1514,train,2026-04-20T20:09:00,HSM-DC-MND,HRC-IS2062-E250,7.37,1212.4,0,
1168,train,2026-04-20T21:25:39,HSM-DC-MND,HRC-IS2062-E250,3.23,947.4,0,
433,train,2026-04-20T22:42:17,HSM-DC-MND,HRC-IS2062-E350,3.84,1055.4,0,
1255,train,2026-04-20T23:58:56,HSM-DC-MND,SAE-1006,4.47,1482.8,0,
1445,train,2026-04-21T01:15:34,HSM-DC-MND,HRC-IS2062-E250,11.67,1176.4,0,
745,train,2026-04-21T02:32:13,HSM-DC-MND,HRC-IS2062-E350,1.97,1484.4,0,
1403,train,2026-04-21T03:48:51,HSM-DC-MND,HRC-IS2062-E350,3.82,1144.7,0,
352,train,2026-04-21T05:05:29,HSM-DC-MND,SAE-1018,9.32,926.7,0,
598,train,2026-04-21T06:22:08,HSM-DC-MND,HRC-IS2062-E250,2.25,1265.2,0,
391,train,2026-04-21T07:38:46,HSM-DC-MND,HRC-IS2062-E350,4.59,921.2,0,
163,train,2026-04-21T08:55:25,HSM-DC-MND,SAE-1018,10.43,1394.6,0,
359,train,2026-04-21T10:12:03,HSM-DC-MND,API-5L-X52,8.97,996.8,0,
1252,train,2026-04-21T11:28:42,HSM-DC-MND,SAE-1018,8.63,1128.7,0,
1193,train,2026-04-21T12:45:20,HSM-DC-MND,SAE-1018,5.88,956.6,0,
303,train,2026-04-21T14:01:59,HSM-DC-MND,HRC-IS2062-E250,8.65,965.2,0,
209,train,2026-04-21T15:18:37,HSM-DC-MND,HRC-IS2062-E350,9.69,1516.1,0,
1148,train,2026-04-21T16:35:16,HSM-DC-MND,SAE-1006,11.63,968.7,0,
339,train,2026-04-21T17:51:54,HSM-DC-MND,SAE-1018,7.74,1310.3,0,
606,train,2026-04-21T19:08:33,HSM-DC-MND,SAE-1018,3.8,952.4,0,
91,train,2026-04-21T20:25:11,HSM-DC-MND,API-5L-X52,2.87,1074.5,0,
657,train,2026-04-21T21:41:49,HSM-DC-MND,SAE-1006,8.07,1376.7,0,
1053,train,2026-04-21T22:58:28,HSM-DC-MND,SAE-1018,1.81,1416.4,0,
1021,train,2026-04-22T00:15:06,HSM-DC-MND,SAE-1006,5.57,932.8,0,
1240,train,2026-04-22T01:31:45,HSM-DC-MND,SAE-1006,2.97,1384.1,0,
117,train,2026-04-22T02:48:23,HSM-DC-MND,HRC-IS2062-E350,10.67,1106.2,0,
1045,train,2026-04-22T04:05:02,HSM-DC-MND,HRC-IS2062-E350,9.99,1401.2,0,
299,train,2026-04-22T05:21:40,HSM-DC-MND,API-5L-X52,3.42,984.3,0,
975,train,2026-04-22T06:38:19,HSM-DC-MND,SAE-1018,6.72,1174.3,0,
993,train,2026-04-22T07:54:57,HSM-DC-MND,HRC-IS2062-E250,11.06,1380.0,0,
1173,train,2026-04-22T09:11:36,HSM-DC-MND,SAE-1006,6.25,1260.9,0,
542,train,2026-04-22T10:28:14,HSM-DC-MND,API-5L-X52,4.07,1193.6,0,
1473,train,2026-04-22T11:44:53,HSM-DC-MND,API-5L-X52,8.42,946.7,0,
165,train,2026-04-22T13:01:31,HSM-DC-MND,SAE-1006,10.62,1103.1,0,
1052,train,2026-04-22T14:18:10,HSM-DC-MND,HRC-IS2062-E250,3.79,1232.5,0,
220,train,2026-04-22T15:34:48,HSM-DC-MND,API-5L-X52,5.66,1132.1,0,
1576,train,2026-04-22T16:51:26,HSM-DC-MND,API-5L-X52,9.63,1438.6,0,
1339,train,2026-04-22T18:08:05,HSM-DC-MND,API-5L-X52,5.59,1397.9,0,
1231,train,2026-04-22T19:24:43,HSM-DC-MND,HRC-IS2062-E350,5.27,914.1,0,
10,train,2026-04-22T20:41:22,HSM-DC-MND,HRC-IS2062-E350,10.57,1389.2,0,
854,train,2026-04-22T21:58:00,HSM-DC-MND,SAE-1018,10.95,1163.2,0,
814,train,2026-04-22T23:14:39,HSM-DC-MND,API-5L-X52,6.0,901.0,1,
101,train,2026-04-23T00:31:17,HSM-DC-MND,HRC-IS2062-E250,9.78,963.4,0,
