date,plant_id,unit_id,maintenance_type,component,cost_usd,duration_hours,status,technician_id,confidence_score
2024-04-20,Plant-D,Sinter-Plant,Preventive,Sensor,71615.25,54,Scheduled,Tech-532,0.604
2024-04-22,Plant-C,BOF-Converter,Emergency,Sensor,51291.09,41,Completed,Tech-327,0.762
2024-03-13,Plant-C,Blast-Furnace-2,Corrective,Compressor,16708.93,58,Completed,Tech-124,0.691
2024-03-21,Plant-A,BOF-Converter,Preventive,Heat Exchanger,33865.45,22,Completed,Tech-289,0.583
2024-04-21,Plant-A,Blast-Furnace-2,Predictive,Bearing,39316.03,23,Completed,Tech-583,0.658
2024-01-29,Plant-A,BOF-Converter,Preventive,Bearing,2318.47,51,Overdue,Tech-119,0.706
2024-05-31,Plant-C,Sinter-Plant,Corrective,Conveyor Belt,22834.0,16,Completed,Tech-919,0.943
2024-02-12,Plant-C,Blast-Furnace-1,Corrective,Pump,63350.95,35,Completed,Tech-454,0.923
2024-03-21,Plant-B,Sinter-Plant,Predictive,Heat Exchanger,82556.07,27,Completed,Tech-579,0.868
2024-04-02,Plant-B,Blast-Furnace-2,Predictive,Bearing,72371.38,21,Scheduled,Tech-661,0.678
2024-03-10,Plant-C,BOF-Converter,Predictive,Bearing,34517.2,29,Completed,Tech-198,0.928
2024-05-02,Plant-B,Coke-Oven,Corrective,Compressor,60016.05,18,In Progress,Tech-322,0.94
2024-03-11,Plant-A,Rolling-Mill,Corrective,Pump,74699.58,14,Completed,Tech-697,0.847
